url,price_cleaned,period,title,property_type,bedrooms,bathrooms,property_address,size_sqm,self_contained,condition,furnishing,toilets,legal_and_agreement_fee,caution_fee,minimum_rental_period,amenities_count,amenities,estate_name,agency_fee,total_fee,service_charge_fee,service_charge_covers,subtype
https://jiji.ng/oredo/houses-apartments-for-rent/3bdrm-apartment-in-benin-city-for-rent-zQrXGYAtBQWSLHezuOXN00eG.html?page=7&pos=20&cur_pos=20&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=430,1000000,per annum,3bdrm Apartment in Benin City for rent,Apartment,3,3,"Airport road, Benin city, Edo State.",500,,Renovated,Semi-Furnished,3,,,12 Month,0,,,,,,,
https://jiji.ng/eko-atlantic/houses-apartments-for-rent/3bdrm-block-of-flats-in-azuri-towers-eko-atlantic-for-rent-BzueOwUL6Nu3D48gtMoAzHc6.html?page=3&pos=21&cur_pos=21&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=335,70000000,per annum,"3bdrm Block of Flats in Azuri Towers, Eko Atlantic for rent",Block of Flats,3,3,Ahmadu Bello way,2000,Yes,Newly-Built,Semi-Furnished,3,,,12 Month,17,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",Azuri towers,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-duplex-in-agip-estate-port-harcourt-for-rent-zjahc07EG0d0BnoegbLduU8k.html?page=3&pos=3&cur_pos=3&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=50,3000000,per annum,"3bdrm Duplex in Agip Estate, Port-Harcourt for rent",Duplex,3,4,Agip Estate,555,,Fairly Used,Unfurnished,,,,,0,,Agip estate,,,,,
https://jiji.ng/mabuchi/houses-apartments-for-rent/1bdrm-apartment-in-mabushi-100-for-rent-8Jqrln3iXOF6qHTj9CGzBqeZ.html?page=6&pos=10&cur_pos=10&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=396,4000000,per annum,1bdrm Apartment in Mabushi 100 for rent,Apartment,1,1,mabushi,250,Yes,Newly-Built,Unfurnished,1,10,,12 Month,8,"Balcony, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Pop Ceiling, Tiled Floor, Wardrobe",mabushi 100,10,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-yWQTmFQXvTK8qLaMglSik0bZ.html?page=6&pos=3&cur_pos=3&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=122,2500000,per annum,2bdrm Block of Flats in Port-Harcourt for rent,Block of Flats,2,3,Psychiatric Road,465,,Newly-Built,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/gwarinpa/houses-apartments-for-rent/4bdrm-duplex-in-gwarinpa-for-rent-3ppLM7t9eIbstOOA9ExmiuNr.html?page=9&pos=1&cur_pos=1&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=459,10600000,per annum,4bdrm Duplex in Gwarinpa for rent,Duplex,4,4,3rd avenue Gwarimpa Abuja,500,,Fairly Used,Semi-Furnished,4,,,3 Month,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-hkw1vC2HXoCevHEn2zTepTkK.html?page=6&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=135,2000000,per annum,2bdrm Block of Flats in Port-Harcourt for rent,Block of Flats,2,3,"Ozuoba, rumueparali",465,,Newly-Built,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-gra-port-harcourt-for-rent-kakAf5t3TZaA6gJFo1Cz1c35.html?page=4&pos=1&cur_pos=1&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=72,12000000,per annum,"4bdrm Duplex in Gra, Port-Harcourt for rent",Duplex,4,5,GRA Phase 2,555,,Fairly Used,Unfurnished,,,,,0,,GRA,,,,,
https://jiji.ng/dutse/houses-apartments-for-rent/studio-apartment-in-dutse-alhaji-for-rent-zyEiXGcaNkaBqimLQGK49cwU.html?page=1&pos=24&cur_pos=24&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=290,500000,per annum,Studio Apartment in Dutse-Alhaji for rent,Studio Apartment,1,1,OPPOSITE ISTANBUL BMUKO ABUJA,45,Yes,Fairly Used,Unfurnished,1,50000,50000,12 Month,3,"Pop Ceiling, Pre-Paid Meter, Tiled Floor",,50000,150000,,,
https://jiji.ng/jahi/houses-apartments-for-rent/furnished-5bdrm-townhouse-terrace-in-jahi-for-rent-3EdUhXkU7Xfp2xNfC9WAgdc3.html?page=7&pos=8&cur_pos=8&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=418,14000000,per annum,Furnished 5bdrm Townhouse / Terrace in Jahi for rent,Townhouse / Terrace,5,5,JahiGlimo,300,,Fairly Used,Furnished,6,20,300000,1 Day,12,"Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",,10,300030,,,
https://jiji.ng/guzape/houses-apartments-for-rent/3bdrm-block-of-flats-in-guzape-for-rent-xdloXyF8ykGROSut3DsyFiKR.html?page=2&pos=14&cur_pos=14&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=304,10000000,per annum,3bdrm Block of Flats in Guzape for rent,Block of Flats,3,4,Guzape,2000,Yes,Newly-Built,Semi-Furnished,4,,,12 Month,8,"24-hour Electricity, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Wardrobe",Guzape,,,,,
https://jiji.ng/osapa-london/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-for-rent-czfW9N5T6LdCTvR5i2kfl4Kb.html?page=6&pos=21&cur_pos=21&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=407,10000000,per annum,4bdrm Duplex in Osapa London for rent,Duplex,4,4,Osapa lekki,300,,Fairly Used,Semi-Furnished,4,10,10,12 Month,11,"Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Osapa London,10,30,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-paradise-estate-port-harcourt-for-rent-crBR6jd2byiS1Ct2CzVDaqUr.html?page=5&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=111,1800000,per annum,"2bdrm Block of Flats in Paradise Estate, Port-Harcourt for rent",Block of Flats,2,3,Eneka link Road ..off Eliozu,555,,Fairly Used,Unfurnished,,,,,0,,Paradise Estate,,,40000,"security fee, cleaning of compound",
https://jiji.ng/rumuibekwe/houses-apartments-for-rent/3bdrm-duplex-in-rumuibekwe-for-rent-fE4VuTiNJJJzsahCuqha3iuq.html?page=11&pos=5&cur_pos=5&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=244,6000000,per annum,3bdrm Duplex in Rumuibekwe for rent,Duplex,3,4,Rumuebekwe,465,,Fairly Used,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/maitama/houses-apartments-for-rent/1bdrm-bungalow-in-maitama-for-rent-rNB8eqNceJIY00cc9Z0nXVLl.html?page=5&pos=19&cur_pos=19&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=381,7000000,per annum,1bdrm Bungalow in Maitama for rent,Bungalow,1,1,Ministers Hill,60,Yes,Newly-Built,Unfurnished,2,800000,500000,12 Month,8,"Balcony, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wi-Fi",,800000,2100000,,,Semi-Detached
https://jiji.ng/katampe-main/houses-apartments-for-rent/2bdrm-block-of-flats-in-katampe-main-for-rent-qewXqCYlUyS2diJhjWndpsoX.html?page=3&pos=11&cur_pos=11&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=325,4000000,per annum,2bdrm Block of Flats in Katampe (Main) for rent,Block of Flats,2,2,Katampe main,1000,,Newly-Built,Unfurnished,3,15,,12 Month,10,"Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",,5,,,,
https://jiji.ng/wuse-ii/houses-apartments-for-rent/2bdrm-apartment-in-wuse-2-for-rent-3GRQ6knbnDzwcQDRHQgANdnc.html?page=3&pos=13&cur_pos=13&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=327,12000000,per annum,2bdrm Apartment in Wuse 2 for rent,Apartment,2,2,Pakali Close,65,,Fairly Used,Semi-Furnished,2,1000000,700000,,13,"24-hour Electricity, Air Conditioning, Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, Wardrobe",,1000000,2700000,,,
https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/4bdrm-duplex-in-shell-corperative-gra-phase-2-port-harcourt-for-rent-fdeCVFRF0GYnZwTaNISVCwRf.html?page=3&pos=11&cur_pos=11&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=58,8000000,per annum,"4bdrm Duplex in Shell Corperative, GRA Phase 2 / Port-Harcourt for rent",Duplex,4,5,Eneka Link Road,465,,Fairly Used,Unfurnished,,,,,0,,Shell corperative,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-ada-george-port-harcourt-for-rent-bJnwxSTyHtsCvXPl0YEt5YF.html?page=11&pos=10&cur_pos=10&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=249,2000000,per annum,"2bdrm Block of Flats in Ada George, Port-Harcourt for rent",Block of Flats,2,3,ADA GEORGE,555,,Fairly Used,Unfurnished,,,,,0,,ADA GEORGE,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-duplex-in-sun-city-estate-port-harcourt-for-rent-8EMyNHryLUdPpRQRvL0XNXMb.html?page=7&pos=24&cur_pos=24&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=167,8000000,per annum,"Furnished 4bdrm Duplex in Sun City Estate, Port-Harcourt for rent",Duplex,4,5,Peter odili,465,,Fairly Used,Furnished,,,,,16,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",Sun city estate,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-shell-cooperative-port-harcourt-for-rent-xBrZqoO2OtQj0hBVbScgdsZs.html?page=2&pos=10&cur_pos=10&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=33,3500000,per annum,"3bdrm Block of Flats in Shell Cooperative, Port-Harcourt for rent",Block of Flats,3,4,Shell cooperative estate,465,,Fairly Used,Unfurnished,,,,,0,,Shell cooperative,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-duplex-in-reedemer-estate-port-harcourt-for-rent-bahhS9RK5VAAF3a3LoEfSbEb.html?page=5&pos=9&cur_pos=9&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=104,8000000,per annum,"Furnished 4bdrm Duplex in Reedemer Estate, Port-Harcourt for rent",Duplex,4,6,Reedemer close FAM Road 2 Eliozu,555,,Newly-Built,Furnished,,,,,17,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",Reedemer Estate,,,,,
https://jiji.ng/woji/houses-apartments-for-rent/2bdrm-block-of-flats-in-woji-town-for-rent-wuEFMlYZlj4RVgVoIdXpJkoR.html?page=1&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=3,3600000,per annum,2bdrm Block of Flats in Woji Town for rent,Block of Flats,2,3,Woji town,780,No,Newly-Built,Unfurnished,3,,,,16,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",Woji town,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-bungalow-in-dap-estate-port-harcourt-for-rent-7xgY0XGmDpEn7OytMTwGmphX.html?page=4&pos=12&cur_pos=12&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=83,3000000,per annum,"Furnished 4bdrm Bungalow in Dap Estate, Port-Harcourt for rent",Bungalow,4,5,Rumarholu,55,,Fairly Used,Furnished,,,,,11,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Microwave, Pop Ceiling, Pre-Paid Meter, Wardrobe",Dap Estate,,,,,
https://jiji.ng/ifako-ijaiye/houses-apartments-for-rent/3bdrm-apartment-in-ifako-ijaiye-for-rent-ppcFi304oVF35BYu3qzm2m4q.html?page=9&pos=4&cur_pos=4&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=462,2700000,per annum,3bdrm Apartment in Ifako-Ijaiye for rent,Apartment,3,3,"Fagba,Off Iju Road",800,,Renovated,Unfurnished,3,,,12 Month,0,,,,,,,
https://jiji.ng/ph-gra-phase-3/houses-apartments-for-rent/3bdrm-block-of-flats-in-gra-phase-3-port-harcourt-for-rent-meZ0X3VYkQwtCse2TdQjdIQ8.html?page=5&pos=1&cur_pos=1&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=96,4000000,per annum,3bdrm Block of Flats in GRA Phase 3 / Port-Harcourt for rent,Block of Flats,3,4,Iwofe road by OPM...Gated estate...good Road,465,,Newly-Built,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-rumuibekwe-port-harcourt-for-rent-ljK1BjIzlIsaWHdpsIeCqGDA.html?page=11&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=243,6000000,per annum,"4bdrm Duplex in Rumuibekwe, Port-Harcourt for rent",Duplex,4,5,Rumuibekwe,465,,Fairly Used,Unfurnished,,,,12 Month,5,"24-hour Electricity, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Rumuibekwe,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-reef-court-estate-port-harcourt-for-rent-6DNUDhhLGMxmoaUMuZDR9SBK.html?page=5&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=113,8000000,per annum,"4bdrm Duplex in Reef Court Estate, Port-Harcourt for rent",Duplex,4,5,Peter odili,465,,Newly-Built,Unfurnished,,,,,11,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Reef court estate,,,,,
https://jiji.ng/ogba-oke-ira/houses-apartments-for-rent/2bdrm-block-of-flats-in-oke-ira-ogba-for-rent-xpISkaRv3umNPQzZjuMUkIcs.html?page=4&pos=8&cur_pos=8&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=346,3000000,per annum,2bdrm Block of Flats in Oke-Ira / Ogba for rent,Block of Flats,2,2,Oke Ira,648,No,Newly-Built,Unfurnished,3,300000,300000,12 Month,12,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",,300000,900000,85000,"Lawma, cleaning of common areas, etc",
https://jiji.ng/mabuchi/houses-apartments-for-rent/4bdrm-duplex-in-mabushi-for-rent-17ligFVFaiMtPexA1bmYZfEY.html?page=9&pos=2&cur_pos=2&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=460,15000000,per annum,4bdrm Duplex in Mabushi for rent,Duplex,4,5,Mabushi,500,,Renovated,Unfurnished,5,10,1000000,12 Month,7,"Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Pop Ceiling, Tiled Floor, Wardrobe",,10,1000020,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-nke7JLMIA0HBvxB03epPuAIE.html?page=7&pos=2&cur_pos=2&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=145,1800000,per annum,2bdrm Block of Flats in Port-Harcourt for rent,Block of Flats,2,3,Oginiba off trans Amadi,465,Yes,Newly-Built,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/trans-amadi/houses-apartments-for-rent/1bdrm-block-of-flats-in-trans-amadi-for-rent-t0NkHnfEOFVl03T935WQP1k.html?page=9&pos=24&cur_pos=24&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=215,4000000,per annum,1bdrm Block of Flats in Trans Amadi for rent,Block of Flats,1,2,GRA phase 3,465,,Newly-Built,Unfurnished,,,,,12,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Wardrobe",,,,,,
https://jiji.ng/ikeja/houses-apartments-for-rent/furnished-studio-apartment-in-ikeja-for-rent-wxqmmxSHDgKkcKr8czRpnJl9.html?page=3&pos=4&cur_pos=4&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=318,600000,per annum,Furnished Studio Apartment in Ikeja for rent,Studio Apartment,1,1,Ikeja,870,Yes,Newly-Built,Furnished,1,,,12 Month,3,"24-hour Electricity, Pre-Paid Meter, Tiled Floor",Ikeja,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-duplex-in-cedarwood-estate-port-harcourt-for-rent-95szq10qeB8eUumXgxU1fCEi.html?page=2&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=38,5000000,per annum,"3bdrm Duplex in Cedarwood Estate, Port-Harcourt for rent",Duplex,3,4,SARS ROAD,465,,Newly-Built,Unfurnished,,,,,0,,Cedarwood estate,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/studio-apartment-in-chinyere-maternity-port-harcourt-for-rent-CwtUcuTHuxe4PZj23ZohsUZ6.html?page=12&pos=1&cur_pos=1&ads_per_page=3&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=264,600000,per annum,"Studio Apartment in Chinyere Maternity, Port-Harcourt for rent",Studio Apartment,1,1,Eneka,465,Yes,Fairly Used,Semi-Furnished,1,,,12 Month,5,"24-hour Electricity, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Chinyere maternity,,,,,
https://jiji.ng/off-lekki-epe-expressway/houses-apartments-for-rent/2bdrm-block-of-flats-in-off-lekki-epe-expressway-for-rent-uXYxc4U89h8RFJJb2PnsAqX.html?page=2&pos=24&cur_pos=24&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=314,3500000,per annum,2bdrm Block of Flats in Off Lekki-Epe Expressway for rent,Block of Flats,2,2,Mobil road Ajah,600,No,Newly-Built,Unfurnished,3,200000,200000,12 Month,10,"Wardrobe, Tiled Floor, Pre-Paid Meter, Pop Ceiling, Kitchen Shelf, Kitchen Cabinets, Dishwasher, Dining Area, Chandelier, Balcony",,200000,600000,,,
https://jiji.ng/parkview-estate/houses-apartments-for-rent/5bdrm-duplex-in-parkview-estate-for-rent-6vBmxdRriyTkzjx72PGa61F1.html?page=9&pos=7&cur_pos=7&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=465,60000000,per annum,5bdrm Duplex in Parkview Estate for rent,Duplex,5,5,Parkview estate Ikoyi,120,,Newly-Built,Unfurnished,5,,,12 Month,14,"Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, Wardrobe",Parkview Estate,,,,,
https://jiji.ng/ibeju/houses-apartments-for-rent/3bdrm-bungalow-in-ibeju-for-rent-yVRNhsUMP09yUp3PQzN6iGM4.html?page=5&pos=15&cur_pos=15&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=377,1500000,per annum,3bdrm Bungalow in Ibeju for rent,Bungalow,3,3,Igbojia ibeju lekki,600,,Newly-Built,Unfurnished,4,,,12 Month,0,,,,,,,
https://jiji.ng/ibadan/houses-apartments-for-rent/1bdrm-apartment-in-olive-garden-wisdom-ibadan-for-rent-2AQFgQ3wikaOygpUQ3mMZJEp.html?page=2&pos=5&cur_pos=5&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=295,1500000,per annum,"1bdrm Apartment in Olive Garden, Wisdom, Ibadan for rent",Apartment,1,1,"olive garden, wisdom estate, Ologuneru",2000,,Newly-Built,Unfurnished,2,,,12 Month,6,"Balcony, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Tiled Floor, Wardrobe","olive garden, wisdom estate",,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-duplex-in-omachi-estate-port-harcourt-for-rent-VlMbe8RBA4qhIpHF2OU8jN8.html?page=1&pos=10&cur_pos=10&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=9,3500000,per annum,"2bdrm Duplex in Omachi Estate, Port-Harcourt for rent",Duplex,2,3,"Rumuodomaya, port harcourt",465,,Newly-Built,Unfurnished,3,,,,11,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Omachi estate,,,,,
https://jiji.ng/iyana-paja/houses-apartments-for-rent/furnished-2bdrm-block-of-flats-in-an-est-iyana-ipaja-for-rent-2VSA33FinbTbEeGOe9yfZvGI.html?page=5&pos=6&cur_pos=6&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=368,1600000,per annum,"Furnished 2bdrm Block of Flats in An Est, Iyana Ipaja for rent",Block of Flats,2,2,An estate aboru iyana ipaja road Lagos,500,,Newly-Built,Furnished,2,,,12 Month,17,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",An est,,,,,
https://jiji.ng/guzape/houses-apartments-for-rent/furnished-4bdrm-duplex-in-guzape-for-rent-my95VGRtyD6GLW5sWVit1Rf9.html?page=1&pos=7&cur_pos=7&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=273,15000000,per annum,Furnished 4bdrm Duplex in Guzape for rent,Duplex,4,5,Guzape,3000,,Newly-Built,Furnished,5,,,12 Month,12,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Guzape,,,,,
https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-ikoyi-lagos-island-for-rent-my3MDBouorK3lewDMdHnkyPK.html?page=9&pos=3&cur_pos=3&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=461,120000000,per annum,5bdrm Duplex in Ikoyi Lagos Island for rent,Duplex,5,5,IKOYI LAGOS ISLAND,800,,Fairly Used,Semi-Furnished,5,,,12 Month,15,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, Wardrobe",IKOYI LAGOS ISLAND,,,,,
https://jiji.ng/guzape/houses-apartments-for-rent/furnished-4bdrm-duplex-in-guzape-for-rent-sjrl65wT7qNbFlluFo6VOAUS.html?page=5&pos=14&cur_pos=14&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=376,25000000,per annum,Furnished 4bdrm Duplex in Guzape for rent,Duplex,4,5,guzape main,1000,,Fairly Used,Furnished,5,2500000,1500000,12 Month,17,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Refrigerator, TV, Wardrobe, Wi-Fi",guzape,2500000,6500000,1000000,"Maintenance, security etc",
