URL,Title,Price,Location,Description,Property Ref,Last Updated,Market Status,Type,Bedrooms,Bathrooms,Toilets,Parking Spaces,Total Area,Covered Area,Unnamed: 15,Servicing,Service Charge,Furnishing,Sharing,Period
https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/rivers/port-harcourt/3154153-newly-built-and-exquisitely-finished-four-4-bedroom-duplex-bq,Newly Built And Exquisitely Finished Four (4) Bedroom Duplex + Bq,"18,000,000","Gra, Port Harcourt, Rivers",The property is a newly built and exquisitely finished Four (4) bedroom Duplex with BQ; located within a highbrow neighborhood in GRA; with high accessibility and adequate power supply (Band A line); both the apartments and the compound are very spacious. For further enquiries call / WhatsApp us now.,3154153,5-Dec-25,Available,Semi-detached Duplex,4,4,5,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/rivers/port-harcourt/3154153-newly-built-and-exquisitely-finished-four-4-bedroom-duplex-bq,Newly Built And Exquisitely Finished Four (4) Bedroom Duplex + Bq,"18,000,000","Gra, Port Harcourt, Rivers",The property is a newly built and exquisitely finished Four (4) bedroom Duplex with BQ; located within a highbrow neighborhood in GRA; with high accessibility and adequate power supply (Band A line); both the apartments and the compound are very spacious. For further enquiries call / WhatsApp us now.,3154153,5-Dec-25,Available,Semi-detached Duplex,4,4,5,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/3235693-corporate-office-space-of-600-sqm,Corporate Office Space Of 600 Sqm,"15,000,000","Eastern Bypass, Port Harcourt, Rivers","Vacant Office Space available on the first floor of a three floor Office Building on Eastern By-Pass, Port Harcourt, Rivers State of Nigeria
Details:
1st floor: Office 140sqm, Main Open Plan Hall 434sqm , Rear offices 18.1sqm and 8.2sqm Total 600.3sqm
Rent: ₦15m per annum /1st floor,
Service charge (security/compound maintenance/refuse disposal) - TBA,
Refundable security deposit ₦800k
Tenant to provide soundproof generator set for backup power supply.",3235693,10-Dec-25,Available,Office Space,,,8,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/3235693-corporate-office-space-of-600-sqm,Corporate Office Space Of 600 Sqm,"15,000,000","Eastern Bypass, Port Harcourt, Rivers","Vacant Office Space available on the first floor of a three floor Office Building on Eastern By-Pass, Port Harcourt, Rivers State of Nigeria
Details:
1st floor: Office 140sqm, Main Open Plan Hall 434sqm , Rear offices 18.1sqm and 8.2sqm Total 600.3sqm
Rent: ₦15m per annum /1st floor,
Service charge (security/compound maintenance/refuse disposal) - TBA,
Refundable security deposit ₦800k
Tenant to provide soundproof generator set for backup power supply.",3235693,10-Dec-25,Available,Office Space,,,8,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/plaza-complex-mall/rivers/port-harcourt/rumuokwurusi/2675373-offices-complex-with-modern-facilities,Offices Complex With Modern Facilities,"15,000,000","Aba Road, Rumuokwurusi, Port Harcourt, Rivers","The office complex consists of 12 different offices with different sizes, Six (6) of the office are ensuite while the rest are not.
The property is well located in a strategic position with unique Access road.
Discover more
Commercial property
Port Harcourt
commercial property
Estate
Commercial Property
Obomese Global Properties
Real Estate
Quality properties for rent
The complex has ample parking space for vehicles for prospective occupants
NOTE that we are open to managing, Leasing, Valuing your property if need be.
Please contact us @ plot 205 East West road, Rumuodara, Port Harcourt, Rivers State",2675373,28-Nov-25,Available,Plaza / Complex / Mall,,6,9,12,900 sqm,456 sqm,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/plaza-complex-mall/rivers/port-harcourt/rumuokwurusi/2675373-offices-complex-with-modern-facilities,Offices Complex With Modern Facilities,"15,000,000","Aba Road, Rumuokwurusi, Port Harcourt, Rivers","The office complex consists of 12 different offices with different sizes, Six (6) of the office are ensuite while the rest are not.
The property is well located in a strategic position with unique Access road.
Discover more
Obomese Global Properties
Real Estate
Port Harcourt
Quality properties for rent
Commercial property
Estate
Commercial Property
commercial property
The complex has ample parking space for vehicles for prospective occupants
NOTE that we are open to managing, Leasing, Valuing your property if need be.
Please contact us @ plot 205 East West road, Rumuodara, Port Harcourt, Rivers State",2675373,28-Nov-25,Available,Plaza / Complex / Mall,,6,9,12,900 sqm,456 sqm,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/warehouses/rivers/port-harcourt/elelenwo/2704143-well-located-1200-square-metres-warehouse-with-offices,Well Located 1200 Square Metres Warehouse With Offices,"45,000,000","Off Port Harcourt - Aba Road, Elelenwo, Port Harcourt, Rivers",,2704143,25-Nov-25,Available,Warehouse,,9,9,30,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/warehouses/rivers/port-harcourt/elelenwo/2704143-well-located-1200-square-metres-warehouse-with-offices,Well Located 1200 Square Metres Warehouse With Offices,"45,000,000","Off Port Harcourt - Aba Road, Elelenwo, Port Harcourt, Rivers",,2704143,25-Nov-25,Available,Warehouse,,9,9,30,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/rivers/port-harcourt/gra-phase-1/3073702-brand-new-4-bedroom-terrace-serviced-duplex,Brand New 4 Bedroom Terrace Serviced Duplex,"10,000,000","GRA Phase 1, Port Harcourt, Rivers","TO LET:
Brand new and luxuriously finished 4 bedroom serviced terrace duplex in GRA phase one, Port Harcourt, Rivers State.
Rent : 10m per annum
Service charge: 8m per annum
Features:
* All rooms ensuit
* Two living rooms
* Well fitted kitchen with modern cabinets
* Large bedrooms with modern wardrobes
* Water heaters
* Acs in all the rooms and palors
* Balcony
* Ample parking space
* Well interlock compound
* Tarred road
* Well connected road network
* Borehole for adequate water supply
* Constant power supply
* Standby sound proof generator
* Maximum security
* Modern pop and marble tiles
* Serene and conducive environment.",3073702,4-Dec-25,Available,Terraced Duplex,4,4,5,3,,,,Serviced,"₦8,000 per annum",Furnished,,per annum
https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/rivers/port-harcourt/gra-phase-1/3073702-brand-new-4-bedroom-terrace-serviced-duplex,Brand New 4 Bedroom Terrace Serviced Duplex,"10,000,000","GRA Phase 1, Port Harcourt, Rivers","TO LET:
Brand new and luxuriously finished 4 bedroom serviced terrace duplex in GRA phase one, Port Harcourt, Rivers State.
Rent : 10m per annum
Service charge: 8m per annum
Features:
* All rooms ensuit
* Two living rooms
* Well fitted kitchen with modern cabinets
* Large bedrooms with modern wardrobes
* Water heaters
* Acs in all the rooms and palors
* Balcony
* Ample parking space
* Well interlock compound
* Tarred road
* Well connected road network
* Borehole for adequate water supply
* Constant power supply
* Standby sound proof generator
* Maximum security
* Modern pop and marble tiles
* Serene and conducive environment.",3073702,4-Dec-25,Available,Terraced Duplex,4,4,5,3,,,,Serviced,"₦8,000 per annum",Furnished,,per annum
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/gra-phase-1/3073721-executive-6-bedroom-detached-duplex-with-bq-and-ample-space,Executive 6 Bedroom Detached Duplex With Bq And Ample Space,"20,000,000","GRA Phase 1, Port Harcourt, Rivers","TO LET:
Executive 6 Bedroom detached duplex with Bq and Ample space in GRA phase one, Port Harcourt, Rivers State.
Rent: ₦20m per annum
3 years minimum payment",3073721,4-Dec-25,Available,Detached Duplex,6,6,7,20,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/gra-phase-1/3073721-executive-6-bedroom-detached-duplex-with-bq-and-ample-space,Executive 6 Bedroom Detached Duplex With Bq And Ample Space,"20,000,000","GRA Phase 1, Port Harcourt, Rivers","TO LET:
Executive 6 Bedroom detached duplex with Bq and Ample space in GRA phase one, Port Harcourt, Rivers State.
Rent: ₦20m per annum
3 years minimum payment",3073721,4-Dec-25,Available,Detached Duplex,6,6,7,20,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/trans-amadi/2483942-luxury-3-bedroom-service-apartment,Luxury 3 Bedroom Service Apartment,"4,000,000","Golf Estate, Trans Amadi, Port Harcourt, Rivers",,2483942,25-Nov-25,Available,Flat / Apartment,3,3,4,3,,,,Serviced,"₦40,000 per month",,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/trans-amadi/2483942-luxury-3-bedroom-service-apartment,Luxury 3 Bedroom Service Apartment,"4,000,000","Golf Estate, Trans Amadi, Port Harcourt, Rivers",,2483942,25-Nov-25,Available,Flat / Apartment,3,3,4,3,,,,Serviced,"₦40,000 per month",,,per annum
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/2549792-luxury-and-tastefully-finished-4-bedroom-detached-duplex,Luxury And Tastefully Finished 4 Bedroom Detached Duplex,"15,000,000","Reef Court Estate, Trans Amadi, Port Harcourt, Rivers",,2549792,25-Nov-25,Available,Detached Duplex,4,4,5,5,,,,Serviced,"₦40,000 per month",,,per annum
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/2549792-luxury-and-tastefully-finished-4-bedroom-detached-duplex,Luxury And Tastefully Finished 4 Bedroom Detached Duplex,"15,000,000","Reef Court Estate, Trans Amadi, Port Harcourt, Rivers",,2549792,25-Nov-25,Available,Detached Duplex,4,4,5,5,,,,Serviced,"₦40,000 per month",,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/warehouses/rivers/port-harcourt/trans-amadi/2704159-warehouse-measuring-3000-square-metres-with-offices,"Warehouse Measuring 3,000 Square Metres With Offices","100,000,000","Industrial Area, Trans Amadi, Port Harcourt, Rivers",,2704159,4-Dec-25,Available,Warehouse,,,,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/warehouses/rivers/port-harcourt/trans-amadi/2704159-warehouse-measuring-3000-square-metres-with-offices,"Warehouse Measuring 3,000 Square Metres With Offices","100,000,000","Industrial Area, Trans Amadi, Port Harcourt, Rivers",,2704159,4-Dec-25,Available,Warehouse,,,,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/trans-amadi/3074142-brand-new-7-rooms-en-suite-office-complex,Brand New 7 Rooms En-suite Office Complex,"12,000,000","Emmanuel Road Off Peter Odili Road, Trans Amadi, Port Harcourt, Rivers","FOR LEASE:
Brand New and well finished 7  en-suite rooms office complex at Emmanuel road off peter Odili road, Trans Amadi, Port Harcourt, Rivers State.
Rent: 12m per annum
Terms: 2 years minimum",3074142,4-Dec-25,Available,Office Space,,7,10,10,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/trans-amadi/3074142-brand-new-7-rooms-en-suite-office-complex,Brand New 7 Rooms En-suite Office Complex,"12,000,000","Emmanuel Road Off Peter Odili Road, Trans Amadi, Port Harcourt, Rivers","FOR LEASE:
Brand New and well finished 7  en-suite rooms office complex at Emmanuel road off peter Odili road, Trans Amadi, Port Harcourt, Rivers State.
Rent: 12m per annum
Terms: 2 years minimum",3074142,4-Dec-25,Available,Office Space,,7,10,10,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/warehouses/rivers/port-harcourt/trans-amadi/2663973-standard-warehouse-of-about-1500sqm,Standard Warehouse Of About 1500sqm,"20,000,000","Trans Amadi, Port Harcourt, Rivers","TO LET : Standard spacious warehouse  of about 1500sqm in a busy and commercial environment  at Trans Amadi , Port-Harcourt, Rivers State.
FEATURES:
- Well located and defined access to property
- serene environment
- Ample parking lots
-  2 big offices / convinience
- Stepdown transformer
- Borehole
- Durable doors covering all entrance and large windows for cross ventilation.
- Security post
- Adequate security and power supply
Price:N20m per annum  x 3
For further enquiries /arrangement for inspection, please contact:
Chioma:08177766334(Call/WhatsApp)
Edikan: 08177766339 (Call/WhatsApp)
BLUEHEDGE REALTORS
- Estate agency and Property marketing
- Real estate development and Advisory
- Tel: +2348032065685 (Call/ WhatsApp), +2348177766110-9 (Call/ WhatsApp)
- Email: info@bluehedgerealtors.com
- Website: www.bluehedgerealtors.com",2663973,14-Dec-25,Available,Warehouse,,,8,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/warehouses/rivers/port-harcourt/trans-amadi/2663973-standard-warehouse-of-about-1500sqm,Standard Warehouse Of About 1500sqm,"20,000,000","Trans Amadi, Port Harcourt, Rivers","TO LET : Standard spacious warehouse  of about 1500sqm in a busy and commercial environment  at Trans Amadi , Port-Harcourt, Rivers State.
FEATURES:
- Well located and defined access to property
- serene environment
- Ample parking lots
-  2 big offices / convinience
- Stepdown transformer
- Borehole
- Durable doors covering all entrance and large windows for cross ventilation.
- Security post
- Adequate security and power supply
Price:N20m per annum  x 3
For further enquiries /arrangement for inspection, please contact:
Chioma:08177766334(Call/WhatsApp)
Edikan: 08177766339 (Call/WhatsApp)
BLUEHEDGE REALTORS
- Estate agency and Property marketing
- Real estate development and Advisory
- Tel: +2348032065685 (Call/ WhatsApp), +2348177766110-9 (Call/ WhatsApp)
- Email: info@bluehedgerealtors.com
- Website: www.bluehedgerealtors.com",2663973,14-Dec-25,Available,Warehouse,,,8,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/old-gra/2704177-executive-3-bedroom-serviced-apartment,Executive 3 Bedroom Serviced Apartment,"6,000,000","Old GRA, Port Harcourt, Rivers",,2704177,4-Dec-25,Available,Flat / Apartment,3,3,4,3,,,,Serviced,"₦6,000,000 per annum",,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/old-gra/2704177-executive-3-bedroom-serviced-apartment,Executive 3 Bedroom Serviced Apartment,"6,000,000","Old GRA, Port Harcourt, Rivers",,2704177,4-Dec-25,Available,Flat / Apartment,3,3,4,3,,,,Serviced,"₦6,000,000 per annum",,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/warehouses/rivers/port-harcourt/elimbu/3161189-well-located-measuring-approximately-1000-square-metres-with-offices,"Well Located Measuring Approximately 1,000 Square Metres With Offices","45,000,000","Off Eneka Road, Elimbu, Port Harcourt, Rivers",,3161189,14-Dec-25,Available,Warehouse,,9,8,30,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/warehouses/rivers/port-harcourt/elimbu/3161189-well-located-measuring-approximately-1000-square-metres-with-offices,"Well Located Measuring Approximately 1,000 Square Metres With Offices","45,000,000","Off Eneka Road, Elimbu, Port Harcourt, Rivers",,3161189,14-Dec-25,Available,Warehouse,,9,8,30,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/eliozu/2445465-executive-and-luxuriously-finished-5-bedroom-detached-duplex,Executive And Luxuriously Finished 5 Bedroom Detached Duplex,"7,000,000","Shell Cooperative Estate, Eliozu, Port Harcourt, Rivers",,2445465,25-Nov-25,Available,Detached Duplex,5,5,6,6,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/eliozu/2445465-executive-and-luxuriously-finished-5-bedroom-detached-duplex,Executive And Luxuriously Finished 5 Bedroom Detached Duplex,"7,000,000","Shell Cooperative Estate, Eliozu, Port Harcourt, Rivers",,2445465,25-Nov-25,Available,Detached Duplex,5,5,6,6,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/rivers/port-harcourt/rukpakulusi/3023972-luxury-2-bedroom-terrace-duplex,Luxury 2 Bedroom Terrace Duplex,"3,500,000","New Layout, Eliozu, Rukpakulusi, Port Harcourt, Rivers",,3023972,4-Dec-25,Available,Terraced Duplex,2,2,3,3,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/rivers/port-harcourt/rukpakulusi/3023972-luxury-2-bedroom-terrace-duplex,Luxury 2 Bedroom Terrace Duplex,"3,500,000","New Layout, Eliozu, Rukpakulusi, Port Harcourt, Rivers",,3023972,4-Dec-25,Available,Terraced Duplex,2,2,3,3,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/rivers/port-harcourt/2952389-1-bedroom-flat,1 Bedroom Flat,"1,500,000","Shell Cooperative, Port Harcourt, Rivers",Beautiful well finished 1 bedroom flat available for rent in shell cooperative for 1.5m Naira yearly. Steady power supply,2952389,4-Dec-25,Available,Mini Flat (Room and Parlour),1,2,5,8,465 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/rivers/port-harcourt/2952389-1-bedroom-flat,1 Bedroom Flat,"1,500,000","Shell Cooperative, Port Harcourt, Rivers",Beautiful well finished 1 bedroom flat available for rent in shell cooperative for 1.5m Naira yearly. Steady power supply,2952389,4-Dec-25,Available,Mini Flat (Room and Parlour),1,2,5,8,465 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/2095148-newly-built-two-blocks-of-3-bedroom-flats,Newly Built Two Blocks Of 3 Bedroom Flats,"5,000,000","Off Sani Abacha Road, Gra, Port Harcourt, Rivers",The subject property is a newly built Two blocks of Three (3) bedroom flats having twelve units.  It is located within a gated neighborhood in new GRA Port Harcourt. We can rent individuals or to a corporate entity. This property is suitable for AirBnB business or for a Company's staff residence / office. Kindly contact us for more information and for a guided tour.,2095148,16-Dec-25,Available,Flat / Apartment,3,3,4,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/2095148-newly-built-two-blocks-of-3-bedroom-flats,Newly Built Two Blocks Of 3 Bedroom Flats,"5,000,000","Off Sani Abacha Road, Gra, Port Harcourt, Rivers",The subject property is a newly built Two blocks of Three (3) bedroom flats having twelve units.  It is located within a gated neighborhood in new GRA Port Harcourt. We can rent individuals or to a corporate entity. This property is suitable for AirBnB business or for a Company's staff residence / office. Kindly contact us for more information and for a guided tour.,2095148,16-Dec-25,Available,Flat / Apartment,3,3,4,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/plaza-complex-mall/rivers/port-harcourt/3089525-office-complex-on-6-floors-with-a-total-space-of-2500sqm,"Office Complex On 6 Floors With A Total Space Of 2,500sqm","75,000,000","Aba Road, Port Harcourt, Rivers","Open Plan Office Complex For Rent On Aba Road In Portharcourt
𝗣𝗥𝗢𝗣𝗘𝗥𝗧𝗬 𝗙𝗘𝗔𝗧𝗨𝗥𝗘𝗦
- Total Lettable Space Of 2,500sqm
- 6 Floors Of Two Suites Per Floor
- Elevator
- Ladies & Gent Convenience
- Adequate Parking Space For 20 Cars
- Security Post
- Generator House
- Highly Visible & Easily Accessible Location
𝗣𝗥𝗜𝗖𝗘
Rent - ₦75million x 2 Years
Agency Fee - 10%
Legal Fee - 10%
𝗣𝗥𝗢𝗖𝗘𝗦𝗦
Property Inspection
Filling Of Prospect Form
Vetting Of Details By Management
Payment Of Total Package For Property
Handover Of Property Keys
𝗖𝗢𝗡𝗧𝗔𝗖𝗧
Call Or WhatsApp Mr Kesiena Today To Schedule A Private Inspection
+234 806 310 5936",3089525,16-Dec-25,Available,Plaza / Complex / Mall,,,,20,"2,500 sqm",,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/plaza-complex-mall/rivers/port-harcourt/3089525-office-complex-on-6-floors-with-a-total-space-of-2500sqm,"Office Complex On 6 Floors With A Total Space Of 2,500sqm","75,000,000","Aba Road, Port Harcourt, Rivers","Open Plan Office Complex For Rent On Aba Road In Portharcourt
𝗣𝗥𝗢𝗣𝗘𝗥𝗧𝗬 𝗙𝗘𝗔𝗧𝗨𝗥𝗘𝗦
- Total Lettable Space Of 2,500sqm
- 6 Floors Of Two Suites Per Floor
- Elevator
- Ladies & Gent Convenience
- Adequate Parking Space For 20 Cars
- Security Post
- Generator House
- Highly Visible & Easily Accessible Location
𝗣𝗥𝗜𝗖𝗘
Rent - ₦75million x 2 Years
Agency Fee - 10%
Legal Fee - 10%
𝗣𝗥𝗢𝗖𝗘𝗦𝗦
Property Inspection
Filling Of Prospect Form
Vetting Of Details By Management
Payment Of Total Package For Property
Handover Of Property Keys
𝗖𝗢𝗡𝗧𝗔𝗖𝗧
Call Or WhatsApp Mr Kesiena Today To Schedule A Private Inspection
+234 806 310 5936",3089525,16-Dec-25,Available,Plaza / Complex / Mall,,,,20,"2,500 sqm",,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/3092450-5-bedroom-duplex-for-office-residential-use-in-an-estate,5 Bedroom Duplex For Office & Residential Use In An Estate,"12,000,000","Agip Estate, Port Harcourt, Rivers","Tastefully Finished 5 Bedroom Detached Duplex Home & Office For Rent At Agip Estate In Portharcourt
KEY FEATURES
- 9 Split Unit Acs
- Refrigerator
- Table Top Gas Cooker
- Washing Machine
- Water Heaters
- Office Table & chairs For Master's Bedroom
- Heat Expeller
- Adequate Parking Space
- Secure Vicinity 18hrs Electricity Supply
Rent - NGN12million
Total Package - NGN15.4million Which Includes 1 Year Rent & Professional Fees
For Inspection & Conclusion
Call Mr Kesiena Now
+2348063105936",3092450,16-Dec-25,Available,Office Space,,6,6,5,465 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/3092450-5-bedroom-duplex-for-office-residential-use-in-an-estate,5 Bedroom Duplex For Office & Residential Use In An Estate,"12,000,000","Agip Estate, Port Harcourt, Rivers","Tastefully Finished 5 Bedroom Detached Duplex Home & Office For Rent At Agip Estate In Portharcourt
KEY FEATURES
- 9 Split Unit Acs
- Refrigerator
- Table Top Gas Cooker
- Washing Machine
- Water Heaters
- Office Table & chairs For Master's Bedroom
- Heat Expeller
- Adequate Parking Space
- Secure Vicinity 18hrs Electricity Supply
Rent - NGN12million
Total Package - NGN15.4million Which Includes 1 Year Rent & Professional Fees
For Inspection & Conclusion
Call Mr Kesiena Now
+2348063105936",3092450,16-Dec-25,Available,Office Space,,6,6,5,465 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3101949-standard-2-bedroom-apartment-on-the-ground-floor,Standard 2 Bedroom Apartment On The Ground Floor,"1,500,000","Off Mini Orlu, Ada George, Port Harcourt, Rivers","Standard 2 Bedroom Apartment For Rent
Off Mini Orlu At Ada George In Port Harcourt
𝗣𝗥𝗢𝗣𝗘𝗥𝗧𝗬 𝗙𝗘𝗔𝗧𝗨𝗥𝗘𝗦
- Compound With Only 6 Tenants
- Fully Ensuite With A Guest Toilet
- Adequate Parking Space
- Spacious Kitchen With Cabinets
- Water Heaters
- P.O.P Ceilings With Spotlight
- Spacious Living & Dinning Area
- Prepaid Metre
- Smooth Access Road & Security
𝗣𝗥𝗜𝗖𝗘
Rent - ₦1.5million
Total Package - ₦3.275million Which Comprises Of 1 Year & 6 Months Rent, Professional Fees & Service Charge For 1 Whole Year
𝗣𝗥𝗢𝗖𝗘𝗦𝗦
Property Inspection
Filling Of Prospect Form
Vetting Of Details By Management
Payment Of Total Package For Property
Handover Of Property Keys
𝗖𝗢𝗡𝗧𝗔𝗖𝗧
Call Or WhatsApp Mr Kesiena Today To Schedule A Private Inspection
+234 806 310 5936",3101949,17-Dec-25,Available,Flat / Apartment,2,3,3,,465 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3101949-standard-2-bedroom-apartment-on-the-ground-floor,Standard 2 Bedroom Apartment On The Ground Floor,"1,500,000","Off Mini Orlu, Ada George, Port Harcourt, Rivers","Standard 2 Bedroom Apartment For Rent
Off Mini Orlu At Ada George In Port Harcourt
𝗣𝗥𝗢𝗣𝗘𝗥𝗧𝗬 𝗙𝗘𝗔𝗧𝗨𝗥𝗘𝗦
- Compound With Only 6 Tenants
- Fully Ensuite With A Guest Toilet
- Adequate Parking Space
- Spacious Kitchen With Cabinets
- Water Heaters
- P.O.P Ceilings With Spotlight
- Spacious Living & Dinning Area
- Prepaid Metre
- Smooth Access Road & Security
𝗣𝗥𝗜𝗖𝗘
Rent - ₦1.5million
Total Package - ₦3.275million Which Comprises Of 1 Year & 6 Months Rent, Professional Fees & Service Charge For 1 Whole Year
𝗣𝗥𝗢𝗖𝗘𝗦𝗦
Property Inspection
Filling Of Prospect Form
Vetting Of Details By Management
Payment Of Total Package For Property
Handover Of Property Keys
𝗖𝗢𝗡𝗧𝗔𝗖𝗧
Call Or WhatsApp Mr Kesiena Today To Schedule A Private Inspection
+234 806 310 5936",3101949,17-Dec-25,Available,Flat / Apartment,2,3,3,,465 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3154138-newly-two-2-bedroom-spacious-flats,Newly Two (2) Bedroom Spacious Flats,"7,000,000","Gra, Port Harcourt, Rivers",The property is a newly built and exquisitely finished block of Two (2) bedroom Spacious flats; both the apartments and the compound are very spacious; located within a highbrow neighborhood in GRA; with high accessibility and adequate power supply (Band A line). Call / WhatsApp for more enquiries .,3154138,5-Dec-25,Available,Flat / Apartment,2,2,3,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3154138-newly-two-2-bedroom-spacious-flats,Newly Two (2) Bedroom Spacious Flats,"7,000,000","Gra, Port Harcourt, Rivers",The property is a newly built and exquisitely finished block of Two (2) bedroom Spacious flats; both the apartments and the compound are very spacious; located within a highbrow neighborhood in GRA; with high accessibility and adequate power supply (Band A line). Call / WhatsApp for more enquiries .,3154138,5-Dec-25,Available,Flat / Apartment,2,2,3,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/3063181-tastefully-finished-and-furnished-5-bedroom-detached-duplex-with-bq,Tastefully Finished And Furnished 5 Bedroom Detached Duplex With Bq,"20,000,000","Nafharmony Estate/ G.u Ake Road, Port Harcourt, Rivers","TO LET    : Tastefully finished  and furnished 5 bedroom detached duplex with B.Q   in a serene environment at nafharmony estate, G.-U ake road , Port- Harcourt, Rivers State.
FEATURES:
- Well located and defined access to property
- serene environment
- Ample parking lots.
- Large kitchen with fitted kitchen cabinets
- Sizable rooms with fitted wardrobes
- All rooms ensuite
- Exotic furnitures
- Large windows for cross ventilation
- Durable doors covering all entrance
- Adequate security & power supply
Rent : N20m per annum
For further inquiries/arrangements for inspection, please contact:
Stanley:08177766119Call/WhatsApp)
Edikan:08177766339 (Call/ WhatsApp)
BLUEHEDGE REALTORS
- Estate agency and Property marketing
- Real estate development and Advisory
- Tel: +2348032065685 (Call/ WhatsApp), +2348177766110-9 (Call/ WhatsApp)
- Email: info@bluehedgerealtors.com
- Website: www.bluehedgerealtors.com .",3063181,14-Dec-25,Available,Detached Duplex,5,5,6,6,600 sqm,400 sqm,,Serviced,,Furnished,,per annum
