source,url,title,price,period,property_type,bedrooms,bathrooms,toilets,property_address,size_sqm,furnishing,condition,amenities,description
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-sgiZr3TtaY0xmCkoEcndFMgG.html?page=6&pos=17&cur_pos=17&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=136,2bdrm Block of Flats in Port-Harcourt for rent,2000000.0,per annum,Block of Flats,2.0,3.0,,Sars road,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-old-gra-port-harcourt-for-rent-ub6z2kz0z2g6nmWDZcFUhUm3.html?page=7&pos=14&cur_pos=14&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=157,"4bdrm Duplex in Old Gra, Port-Harcourt for rent",6000000.0,per annum,Duplex,4.0,5.0,,Old GRA,456.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-queens-park-estate-port-harcourt-for-rent-cjFcDywZoEnaJcNuVUmI2nHs.html?page=1&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=15,"2bdrm Block of Flats in Queen'S Park Estate, Port-Harcourt for rent",2500000.0,per annum,Block of Flats,2.0,3.0,3.0,"Eneka, Port Harcourt",465.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-peterside-odili-port-harcourt-for-rent-cxZTZdRSmZYkfVoCGpp0eGme.html?page=4&pos=20&cur_pos=20&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=91,"4bdrm Duplex in Peterside Odili, Port-Harcourt for rent",12000000.0,per annum,Duplex,4.0,5.0,,Peter odili,555.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-jaros-base-port-harcourt-for-rent-pmD2yK138z1H6cT6xAjxnY7d.html?page=6&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=125,"2bdrm Block of Flats in Jaros Base, Port-Harcourt for rent",2000000.0,per annum,Block of Flats,2.0,3.0,4.0,Off Ada George fly over by Iwofe Road,465.0,Unfurnished,Newly-Built,"Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/galadimawa/houses-apartments-for-rent/furnished-3bdrm-apartment-in-galadimawa-for-rent-Cz1dkpRvzTCTWLoagr0y9fg2.html?page=6&pos=14&cur_pos=14&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=400,Furnished 3bdrm Apartment in Galadimawa for rent,8000000.0,per annum,Apartment,3.0,3.0,3.0,In an Estate,500.0,Furnished,Newly-Built,"24-hour Electricity, Air Conditioning, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-bungalow-in-port-harcourt-for-rent-zWM0Qni6mLpKK8WdGtSOsgb.html?page=2&pos=9&cur_pos=9&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=32,4bdrm Bungalow in Port-Harcourt for rent,70000000.0,per annum,Bungalow,4.0,5.0,,Woji,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/osogbo/houses-apartments-for-rent/1bdrm-apartment-in-second-poultry-osogbo-for-rent-yq0a0Vx5BWv0H4h1acIkhFGF.html?page=9&pos=16&cur_pos=16&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=474,"1bdrm Apartment in Second Poultry, Osogbo for rent",400000.0,per annum,Apartment,1.0,1.0,1.0,Oke pure water,30.0,Semi-Furnished,Fairly Used,"Kitchen Shelf, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/lokogoma/houses-apartments-for-rent/1bdrm-room-parlour-in-peculiar-estate-lokogoma-for-rent-3gsmb6DaYMEcxWqkuMrbtOYJ.html?page=4&pos=1&cur_pos=1&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=339,"1bdrm Room & Parlour in Peculiar Estate, Lokogoma for rent",3000000.0,per annum,Room & Parlour,1.0,2.0,2.0,Maxcare,500.0,Unfurnished,Renovated,"Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ajah/houses-apartments-for-rent/2bdrm-block-of-flats-in-ajah-for-rent-wqG9EZmFukgoY85CfkeBD9c.html?page=4&pos=7&cur_pos=7&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=345,2bdrm Block of Flats in Ajah for rent,4000000.0,per annum,Block of Flats,2.0,2.0,2.0,Sangotedo,500.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-wqKy0im3KE2F3sje20DwV6rg.html?page=5&pos=11&cur_pos=11&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=106,3bdrm Block of Flats in Port-Harcourt for rent,2500000.0,per annum,Block of Flats,3.0,5.0,,Eliozu FAM Road 2,555.0,Unfurnished,Renovated,,
Jiji,https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/2bdrm-duplex-in-gra-phase-2-port-harcourt-for-rent-xkr5sCvZV8MRLY9D4mA1LF6W.html?page=7&pos=1&cur_pos=1&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=144,2bdrm Duplex in GRA Phase 2 / Port-Harcourt for rent,7000000.0,per annum,Duplex,2.0,3.0,,Woji,456.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-duplex-in-agip-federal-housing-port-harcourt-for-rent-2x2nE8dba7L5wTcKlOcAb7rt.html?page=2&pos=21&cur_pos=21&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=44,"Furnished 4bdrm Duplex in Agip Federal Housing, Port-Harcourt for rent",10000000.0,per annum,Duplex,4.0,5.0,,Agip Estate,555.0,Furnished,Fairly Used,,
Jiji,https://jiji.ng/oredo/houses-apartments-for-rent/furnished-2bdrm-apartment-in-benin-city-for-rent-9R8hLwUOtApTxBxDZfY1tF1L.html?page=7&pos=19&cur_pos=19&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=429,Furnished 2bdrm Apartment in Benin City for rent,700000.0,per annum,Apartment,2.0,2.0,2.0,Sapele road,1000.0,Furnished,Fairly Used,,
Jiji,https://jiji.ng/kaura/houses-apartments-for-rent/3bdrm-apartment-in-kaura-for-rent-p8SqKsFuc1lH8LfraChQdc0b.html?page=6&pos=24&cur_pos=24&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=410,3bdrm Apartment in Kaura for rent,7500000.0,per annum,Apartment,3.0,3.0,4.0,games village,250.0,Unfurnished,Newly-Built,"Balcony, Hot Water, Dining Area, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/abijo/houses-apartments-for-rent/3bdrm-duplex-in-g-r-a-2-abijo-for-rent-7pQ3KnlxqrTN02y04x8tCpQP.html?page=5&pos=16&cur_pos=16&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=378,"3bdrm Duplex in G.R.A. 2, Abijo for rent",4500000.0,per annum,Duplex,3.0,4.0,5.0,G.R.A.,1000.0,Semi-Furnished,Newly-Built,"Air Conditioning, 24-hour Electricity, Balcony, Chandelier, Dishwasher, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-duplex-in-rumuebekwe-5th-port-harcourt-for-rent-fxo4yRV3n5pLYV7IoHdrtNsu.html?page=3&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=53,"Furnished 4bdrm Duplex in Rumuebekwe 5Th, Port-Harcourt for rent",4000000.0,per annum,Duplex,4.0,5.0,,Rumuebekwe,565.0,Furnished,Fairly Used,,
Jiji,https://jiji.ng/maitama/houses-apartments-for-rent/furnished-4bdrm-duplex-in-maitama-for-rent-BJsLrex6zb5mrk5gWDbf4qDS.html?page=2&pos=11&cur_pos=11&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=301,Furnished 4bdrm Duplex in Maitama for rent,8500000.0,per annum,Duplex,4.0,5.0,5.0,Plot 34 maitama extension mpape,700.0,Furnished,Newly-Built,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/ikate/houses-apartments-for-rent/2bdrm-block-of-flats-in-ikate-for-rent-6acfuxsP4iUUPHPj8r6XYtFb.html?page=10&pos=14&cur_pos=14&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=496,2bdrm Block of Flats in Ikate for rent,15000000.0,per annum,Block of Flats,2.0,2.0,3.0,ikate lekki Lagos,600.0,Unfurnished,Newly-Built,"Dining Area, Chandelier, Balcony, 24-hour Electricity, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Wardrobe",
Jiji,https://jiji.ng/elekahia/houses-apartments-for-rent/furnished-2bdrm-duplex-in-elekahia-for-rent-aAsaKQKxBsESOoHnw7rzsuR.html?page=11&pos=14&cur_pos=14&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=253,Furnished 2bdrm Duplex in Elekahia for rent,7500000.0,per annum,Duplex,2.0,2.0,3.0,Off stadium road,5000.0,Furnished,Fairly Used,"Air Conditioning, Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-shell-corporative-port-harcourt-for-rent-5Kyi8cAKK4ZrP6NGJTYubAMZ.html?page=8&pos=7&cur_pos=7&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=174,"2bdrm Block of Flats in Shell Corporative, Port-Harcourt for rent",3000000.0,per annum,Block of Flats,2.0,3.0,,Shell corporative Eneka link road,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-duplex-in-royal-estate-port-harcourt-for-rent-gkKcRmiu1LrEUqRRktchNMfd.html?page=1&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=17,"2bdrm Duplex in Royal Estate, Port-Harcourt for rent",3500000.0,per annum,Duplex,2.0,3.0,3.0,"SARS Road, Port Harcourt",930.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ajah/houses-apartments-for-rent/5bdrm-duplex-in-ikota-ajah-for-rent-3OUiWd5EFXJMb4va79lHGQNl.html?page=4&pos=6&cur_pos=6&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=344,"5bdrm Duplex in Ikota, Ajah for rent",16000000.0,per annum,Duplex,5.0,5.0,6.0,Ikota,500.0,Unfurnished,Newly-Built,"Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-3bdrm-bungalow-in-gra-port-harcourt-for-rent-A506vwBl2pQ0eHKLKCDhMMCa.html?page=3&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=65,"Furnished 3bdrm Bungalow in Gra, Port-Harcourt for rent",7000000.0,per annum,Bungalow,3.0,4.0,,Sani Abacha GRA,555.0,Furnished,Fairly Used,,
Jiji,https://jiji.ng/idu-industrial/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-lucia-estate-idu-industrial-for-rent-6vTKBMNn8uOP7LyKpOmxVPYv.html?page=3&pos=23&cur_pos=23&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=337,"3bdrm Townhouse / Terrace in Lucia Estate, Idu Industrial for rent",4000000.0,per annum,Townhouse / Terrace,3.0,3.0,4.0,"Lucia Estate, Life- Camp, Abuja",1500.0,Unfurnished,Newly-Built,"Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-rgXNmqfEdXSXFRSV2PaZOWU7.html?page=2&pos=8&cur_pos=8&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=31,3bdrm Block of Flats in Port-Harcourt for rent,2000000.0,per annum,Block of Flats,3.0,4.0,,Ada George,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-5bdrm-bungalow-in-port-harcourt-for-rent-i1lEnKBfE4ju4zr9IHkD5ChX.html?page=3&pos=12&cur_pos=12&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=59,Furnished 5bdrm Bungalow in Port-Harcourt for rent,3000000.0,per annum,Bungalow,5.0,5.0,,Worgu creasent off Rumuigbo,59.0,Furnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-tVQSqRnG5Oy9VnebRx5yQtKr.html?page=10&pos=23&cur_pos=23&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=238,2bdrm Block of Flats in Port-Harcourt for rent,2000000.0,per annum,Block of Flats,2.0,3.0,,Iwofe by lifeforte hospital,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-chinda-by-ada-george-port-harcourt-for-rent-ugdViMt8SS4jJhmQpjLaJ1Oc.html?page=7&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=147,"2bdrm Block of Flats in Chinda By Ada George, Port-Harcourt for rent",2000000.0,per annum,Block of Flats,2.0,3.0,,Chinda by ADA GEORGE,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/1bdrm-block-of-flats-in-port-harcourt-for-rent-awIv6QJbMQOYFTi7cim6gDbz.html?page=10&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=221,1bdrm Block of Flats in Port-Harcourt for rent,1500000.0,per annum,Block of Flats,1.0,2.0,2.0,Elikporpodu rukpoku,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/ph-gra-phase-3/houses-apartments-for-rent/3bdrm-block-of-flats-in-gra-phase-3-port-harcourt-for-rent-k6RVlFKSjD5dh69SYKHPzFYe.html?page=3&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=62,3bdrm Block of Flats in GRA Phase 3 / Port-Harcourt for rent,2500000.0,per annum,Block of Flats,3.0,2.0,2.0,Off cherubim Road,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/1004/houses-apartments-for-rent/furnished-3bdrm-apartment-in-1004-for-rent-7DbUEFulmq4wGFALg2Ihyd7w.html?page=10&pos=15&cur_pos=15&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=497,Furnished 3bdrm Apartment in 1004 for rent,16000000.0,per annum,Apartment,3.0,2.0,3.0,1004 estate,180.0,Furnished,Renovated,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-cedarwood-estate-port-harcourt-for-rent-hqtfMAfFxDouxFY4XA1pi4nr.html?page=4&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=77,"3bdrm Block of Flats in Cedarwood Estate, Port-Harcourt for rent",3200000.0,per annum,Block of Flats,3.0,5.0,,SARS Road,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/trans-amadi/houses-apartments-for-rent/5bdrm-duplex-in-woji-estate-trans-amadi-for-rent-7pvDO3edalzBF2YxlUR1o7Y2.html?page=11&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=261,"5bdrm Duplex in Woji Estate, Trans Amadi for rent",9500000.0,per annum,Duplex,5.0,6.0,6.0,Woji,2000.0,Semi-Furnished,Newly-Built,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/5bdrm-bungalow-in-gra-port-harcourt-for-rent-9Y1JPe8iiPw4aWaxFkSbyf8A.html?page=2&pos=5&cur_pos=5&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=28,"5bdrm Bungalow in Gra, Port-Harcourt for rent",8000000.0,per annum,Bungalow,5.0,5.0,,GRA,465.0,Unfurnished,Renovated,,
Jiji,https://jiji.ng/asokoro/houses-apartments-for-rent/2bdrm-townhouse-terrace-in-asokoro-for-rent-yowtLT0VDS1ipgeslgkWc7fr.html?page=10&pos=13&cur_pos=13&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=495,2bdrm Townhouse / Terrace in Asokoro for rent,10000000.0,per annum,Townhouse / Terrace,2.0,2.0,3.0,Off Jose Marti Street,4500.0,Unfurnished,Renovated,"Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-flourish-gardens-port-harcourt-for-rent-a43orsL8S6iQIlpQBK8xJ758.html?page=6&pos=8&cur_pos=8&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=127,"3bdrm Block of Flats in Flourish Gardens, Port-Harcourt for rent",3000000.0,per annum,Block of Flats,3.0,4.0,,Shell corporative,465.0,Semi-Furnished,Newly-Built,,
Jiji,https://jiji.ng/ajah/houses-apartments-for-rent/2bdrm-apartment-in-ajah-for-rent-d65Pj4aLLhC4Nv6lRwHuRtmD.html?page=10&pos=10&cur_pos=10&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=492,2bdrm Apartment in Ajah for rent,2800000.0,per annum,Apartment,2.0,2.0,3.0,"Thera Annex, Sangotedo",600.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/pakuro/houses-apartments-for-rent/2bdrm-bungalow-in-royal-estate-pakuro-for-rent-i0Sovfx0ZgGBGjICWWyC7Bes.html?page=7&pos=7&cur_pos=7&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=417,"2bdrm Bungalow in Royal Estate, Pakuro for rent",1800000.0,per annum,Bungalow,2.0,2.0,3.0,"4 alamutu crescent, warewa, ogun stare",650.0,Semi-Furnished,Fairly Used,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-duplex-in-shell-cooperative-port-harcourt-for-rent-C5GS3b0MhhfwvsY88bV5QyjW.html?page=1&pos=12&cur_pos=12&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=11,"2bdrm Duplex in Shell Cooperative, Port-Harcourt for rent",3500000.0,per annum,Duplex,2.0,3.0,3.0,"Eliozu, Port Harcourt",600.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-zW9jxL3oykUUG2lLtUlznArH.html?page=8&pos=23&cur_pos=23&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=190,2bdrm Block of Flats in Port-Harcourt for rent,1600000.0,per annum,Block of Flats,2.0,3.0,,St john Iwofe,555.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/akobo/houses-apartments-for-rent/1bdrm-block-of-flats-in-pink-avenue-akobo-for-rent-gtH43vsoyt0aXVc0wI8XTVeQ.html?page=7&pos=6&cur_pos=6&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=416,"1bdrm Block of Flats in Pink Avenue, Akobo for rent",1200000.0,per annum,Block of Flats,1.0,2.0,2.0,Pink Avenue Ayegoro Kolapo Ishola Akobo,723.0,Unfurnished,Renovated,,
Jiji,https://jiji.ng/gwarinpa/houses-apartments-for-rent/furnished-studio-apartment-in-gwarinpa-for-rent-yCUlpuJWYzPIYlqZrjQlRsXb.html?page=5&pos=7&cur_pos=7&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=369,Furnished Studio Apartment in Gwarinpa for rent,3450000.0,per annum,Studio Apartment,1.0,1.0,1.0,"13,32 crescent off 3rd avenue,behind evelyn gardens.Gwarimpa",18.0,Furnished,Fairly Used,"24-hour Electricity, Air Conditioning, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/mararaba/houses-apartments-for-rent/3bdrm-bungalow-in-abacha-road-mararaba-for-rent-jFsAUcRARMOrYv3usJZvgu1Y.html?page=6&pos=20&cur_pos=20&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=406,"3bdrm Bungalow in Abacha Road, Mararaba for rent",5500000.0,per annum,Bungalow,3.0,3.0,4.0,Unity Close,5000.0,Unfurnished,Fairly Used,"Air Conditioning, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/eliozu/houses-apartments-for-rent/4bdrm-duplex-in-naf-harmony-estate-eliozu-for-rent-909HLRFci1VioePqBXGaLVgZ.html?page=4&pos=17&cur_pos=17&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=88,"4bdrm Duplex in Naf Harmony Estate, Eliozu for rent",12000000.0,per annum,Duplex,4.0,5.0,,Naf estate,465.0,Unfurnished,Newly-Built,"24-hour Electricity, Pop Ceiling, Pre-Paid Meter, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-ceedarwood-estate-port-harcourt-for-rent-saWOPx8R0xNTuuPc7x8y6gg9.html?page=6&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=137,"2bdrm Block of Flats in Ceedarwood Estate, Port-Harcourt for rent",2000000.0,per annum,Block of Flats,2.0,3.0,,SARS Road,644.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/uyo/houses-apartments-for-rent/1bdrm-block-of-flats-in-uyo-for-rent-1IcZ5TaHmYP7J8Xs2zIQ4TnZ.html?page=2&pos=8&cur_pos=8&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=298,1bdrm Block of Flats in Uyo for rent,1200000.0,per annum,Block of Flats,1.0,1.0,1.0,Off udoudoma,700.0,Unfurnished,Newly-Built,"Dining Area, Hot Water, Kitchen Cabinets, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-sunville-estate-port-harcourt-for-rent-BvxH0HVUFVtSg8BEwtOt0Avc.html?page=7&pos=8&cur_pos=8&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=151,"4bdrm Duplex in Sunville Estate, Port-Harcourt for rent",6000000.0,per annum,Duplex,4.0,5.0,,Peter Odili Road,555.0,Semi-Furnished,Newly-Built,"24-hour Electricity, Air Conditioning, Balcony, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/ojota/houses-apartments-for-rent/mini-flat-in-ojota-for-rent-aQb5APFWWSCbQxUmHj4RDuta.html?page=2&pos=7&cur_pos=7&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=297,Mini Flat in Ojota for rent,3500000.0,per annum,Mini Flat,1.0,1.0,,Ojota,300.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/uyo/houses-apartments-for-rent/1bdrm-block-of-flats-in-osongama-estate-uyo-for-rent-cuZfO09wGZNJNYf696UxPJTH.html?page=1&pos=12&cur_pos=12&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=278,"1bdrm Block of Flats in Osongama Estate, Uyo for rent",850000.0,per annum,Block of Flats,1.0,1.0,1.0,Osongama,600.0,Unfurnished,Newly-Built,"Hot Water, Kitchen Cabinets, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/obafemi-owode/houses-apartments-for-rent/mini-flat-in-makogi-magboro-ext-obafemi-owode-for-rent-1BqLzagZidFb92yQzCkCdINd.html?page=6&pos=11&cur_pos=11&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=397,"Mini Flat in Makogi Magboro Ext, Obafemi-Owode for rent",600000.0,per annum,Mini Flat,1.0,1.0,1.0,Makogi,300.0,Semi-Furnished,Fairly Used,"Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
